id,log_price
14282777.0,442.3491492895954
17029381.0,661.3207061460923
7824740.0,831.9932935767056
12410741.0,107.93983083869236
19589738.0,538.1535277194471
6128434.0,809.1837300792114
18358465.0,3788.12151211559
11755946.0,2403.8234237390525
8327302.0,1564.4810818161086
6103273.0,891.3520775242687
6834210.0,990.1510880455511
9013556.0,832.3155892167322
11759260.0,1166.630130893695
8382187.0,370.96498676199866
1840445.0,1509.9178082660035
15202859.0,1834.0105475628459
18361399.0,2577.440447222106
17881079.0,442.7428576292703
9770459.0,1164.87013342498
10516580.0,626.4683251460344
5085892.0,1508.6393308040897
13697587.0,320.0084408872319
5386312.0,4453.069495974562
18505615.0,1171.9456205940864
2262885.0,3323.7230668928064
16674812.0,727.2830134224325
15379798.0,1796.4710442875821
10019796.0,1726.6370733698834
13116069.0,1498.1846367438877
11407704.0,1392.262788121045
15572980.0,2609.4283234339778
4115403.0,1232.8128944638306
16592678.0,543.3153029466034
7194843.0,319.75600512366697
20754111.0,1516.7456317598928
19808904.0,290.19255300806407
16240085.0,931.5002068558662
16390897.0,473.3674898981705
15217021.0,701.4992905794198
17843177.0,319.127892010398
14824136.0,1342.0073573951086
5084563.0,623.7841672632095
9168809.0,759.598404821758
1391683.0,1015.8396696034725
18969917.0,1537.4318518409377
2536255.0,758.5394766401541
7401453.0,447.2836587885208
1213652.0,541.4301464639135
18650533.0,1333.6260628372913
18428776.0,351.70073081629903
3497750.0,317.31353480545334
12784763.0,1491.691358335542
10166945.0,546.2528347996417
12135309.0,321.36929939635365
17845579.0,557.9883728434181
17887871.0,207.3776847024168
4025466.0,444.0199852241302
7010681.0,1197.2637992322177
2210088.0,444.75583777224216
16487475.0,1174.4846823484602
7132520.0,447.13719640789026
6329731.0,1596.642037434199
16633430.0,205.77257427636812
1586489.0,724.8804765267471
14556587.0,1613.644540968924
20332537.0,1286.6339792457875
7124926.0,3390.3209573002932
17857598.0,908.7481914159719
7198878.0,501.25401696487563
18947464.0,1087.9083151760751
555596.0,534.9635397804877
15591048.0,1470.8174253861694
68403.0,914.0251301219824
16123133.0,709.1602570503544
16545677.0,444.22482444260527
9909328.0,926.8494625365726
15507297.0,2491.4348966843063
3104839.0,2183.4440616640013
5628808.0,316.90166767591614
10043483.0,2463.2649182049786
13882820.0,468.91544936295884
5804060.0,944.4552222795027
13880330.0,1137.8295522214842
16515346.0,544.7202426119974
9734018.0,987.767724750851
13343870.0,314.98250370188174
20903084.0,287.5807368065152
17642625.0,321.1019784955281
15509545.0,1310.2263499927599
253466.0,592.2385984529865
17152842.0,1204.530558638282
16234017.0,305.2626279711517
2627940.0,1177.3929027595127
13669161.0,1064.3848349760367
20933293.0,1047.581008714573
7930895.0,2725.0289532869897
476919.0,700.5760523305621
20729133.0,316.0804237712872
16707888.0,936.9224804325478
3466620.0,946.9658761512953
17498442.0,551.0757315255416
15942888.0,1366.031594148192
11363122.0,857.1300676373407
10672015.0,445.7040948805139
12008897.0,2355.413207617971
10230060.0,631.3083761256681
12630408.0,2215.5635283845318
14186084.0,1010.3147850837539
16160310.0,534.0765547354175
3454343.0,221.95695399475477
6135485.0,1129.2125935101387
12544280.0,3640.9433486946764
13276066.0,1579.0281117328138
2503128.0,874.1590508532073
16441864.0,1237.899230552324
10058134.0,1899.5313968328844
13346431.0,2371.0838242858836
13080618.0,1801.2575859029268
19777573.0,542.5871960453558
11064084.0,3007.977513615017
8850423.0,1306.784705957318
7472068.0,543.2854946953088
9347680.0,721.02174325241
12955368.0,317.9146702799135
12231352.0,1065.7375004556322
16004577.0,1786.7165854351033
4663928.0,545.7540760143459
13591611.0,355.35061457449063
1656621.0,321.0545107724062
18314314.0,320.0565224845343
9791362.0,696.678454844096
61153.0,1131.2755611562452
3868503.0,3938.4265093990116
19192001.0,543.3099309339199
15990034.0,717.8353451178167
18637173.0,909.6618123925512
18296371.0,451.42350930660757
14038936.0,1591.9784457150079
16870359.0,498.1440084553403
271130.0,913.1161206743624
14169399.0,1703.272687748031
9734844.0,1209.2630866425775
12875096.0,361.4159790563806
15871074.0,803.6700813935266
3953322.0,3135.9270418736837
12230297.0,1027.7961071083587
13860706.0,471.72082464560737
15057743.0,926.0846892963186
17750227.0,2091.751078158094
3544343.0,2797.7800387905318
8649889.0,540.1001565227552
1907186.0,444.6659466216827
10156269.0,752.9096567071883
7274441.0,628.5640056594492
16122843.0,552.0187995857966
16002608.0,1278.1113804848367
5364134.0,448.7840914487794
2979052.0,770.96538561123
20581837.0,1904.2301201213943
